variant,source,f_revised,progress,comment
active lactic cultures made from toned milk,milk,fermentation_agent,todo,
holy basil ocimum sanctum rama variety leaf,ocimum sanctum,taste profile / spice,todo,
edible vegetable oil refined cottonseed oil,cottonseed,lipid base,todo,
flavour enhancer disodium 5'-ribonucleotide,synthetic | yeast,flavouring agent,todo,
agnimantha clerodendrum phlomidis stem bark,clerodendrum phlomidis,taste profile / spice,todo,
arachidonic acid ara mortierella alpina oil,mortierella alpina,lipid base,todo,
chocolate substitute refined palm kernel oil,palm,lipid base,todo,
acidity regulator citric acid powder ins 330,synthetic | corn,acidity regulator,todo,
emulsifier polyglycerol esters of fatty acid,palm | soybean | sunflower,emulsifier,todo,
2'-fucosyllactose human milk oligosaccharide,synthetic,bulking agent,todo,
partially hydrogenated refined vegetable oils,palm | soybean | groundnut,lipid base,todo,
edible vegetable fat interesterified palm oil,palm,lipid base,todo,
acetylated distarch adipate thickener ins 1422,tapioca | corn | potato,thickener,todo,
acidity regulator potassium hydrogen carbonate,mineral,acidity regulator,todo,
acidity regulator sodium bicarbonate ins 500 i,synthetic,acidity regulator,todo,
holy basil ocimum sanctum krishna variety leaf,ocimum sanctum,taste profile / spice,todo,
lactose-rich deproteinized whey permeate powder,milk,processed_ingredient,todo,
lactic cultures l.delbruelkil subsp. bulgaricus,milk,fermentation_agent,todo,
antifoaming agent dimethyl polysiloxane ins 900,synthetic,antifoaming agent,todo,
stabilizer mono and diglycerides of fatty acids,palm | soybean | sunflower,stabiliser|emulsifier,todo,
emulsifier mono- and diglycerides of fatty acids,palm | soybean | sunflower,emulsifier|stabiliser,todo,
arachidonic acid ara from mortierella alpina oil,mortierella alpina,lipid base,todo,
stabilizer dipotassium hydrogen phosphate ins 340,mineral,stabiliser,todo,
stabilizer ins 466 sodium carboxymethyl cellulose,wood pulp,stabiliser|thickener,todo,
emulsifier propylene glycol esters of fatty acids,palm | soybean | sunflower,emulsifier,todo,
emulsifiers mono- and diglycerides of fatty acids,palm | soybean | sunflower,emulsifier|stabiliser,todo,
edible vegetable fat interesterified palm kernel oil,palm,lipid base,todo,
calcium b-hydroxy-b-methylbutyrate monohydrate cahmb,synthetic,fortification_agent,todo,
east india basil ocimum gratissimum vana variety leaf,ocimum gratissimum,taste profile / spice,todo,
apple juice reconstituted from apple juice concentrate,apple,flavouring agent,todo,
emulsifier mono and diglycerides of fatty acids ins 471,palm | soybean | sunflower,emulsifier|stabiliser,todo,
active lactic cultures including ldelbrueki subsp bulgaricus,milk,fermentation_agent,todo,
active lactic culture lbacillus delbrueckii subsp. bulgaricus,milk,fermentation_agent,todo,
active lactic cultures lbacillus delbrueckii subsp bulgaricus,milk,fermentation_agent,todo,
active lactic cultures l.bacillus delbrueckii subsp bulgaricus,milk,fermentation_agent,todo,
emulsifier diacetyl tartaric acid ester of mono and diglycerides,palm | soybean | sunflower,emulsifier,todo,
probiotic bacterial strains bifidobacterium animalis subsp lactis,milk,fermentation_agent,todo,
active lactic culture with probiotics bacteri animalis subop lactis,milk,fermentation_agent,todo,
di-acetyl tartaric acid esters of mono and diglycerides of edible vegetable oils,palm | soybean | sunflower | groundnut,emulsifier,todo,
emulsifier di-acetyl tartaric acid esters of mono and diglycerides of edible vegetable oils,palm | soybean | sunflower | groundnut,emulsifier,todo,
emulsifier di-acetyl tartaric acid esters of mono and di-glycerides of edible vegetable oils,palm | soybean | sunflower | groundnut,emulsifier,todo,
